Record_ID,Transaction_Date,Fiscal_Year,Quarter,Region,Country,Business_Unit,Department,Product_Category,Revenue,Cost,Profit,Profit_Margin,Operating_Expense,Customer_Segment,Sales_Channel,Payment_Method,Invoice_Status,Employee_ID,Risk_Score,Forecast_Accuracy,Customer_Rating,ROI,Profit_Percentage,Year,Month
FP01253,2025-09-30,2025.0,Q3,North America,France,Enterprise,IT,Software,174336.43,68295.88139759803,88335.33,50.67,27509.19,Corporate,Direct,Credit Card,Overdue,E5903,88.33,77.15,1.13,49.86,50.6694613397785,2025,September
FP01254,2022-06-15,2023.2522311942203,Q2,Europe,Japan,Enterprise,Sales,Hardware,108900.57,98296.74,10603.83,9.74,29446.69,Corporate,Online,Bank Transfer,Pending,E6857,7.66,74.62,2.5,5.6,9.737166664967868,2022,June
FP01255,2024-08-28,2024.0,Q3,Oceania,UK,SMB,Operations,Services,161266.77,95023.03,66243.74,41.08,25164.733792738436,Consumer,Direct,UPI,Overdue,E4410,62.75,92.65,1.98,0.22,41.07711712710561,2024,August
FP01256,2025-11-28,2025.0,Q4,South America,Germany,Retail,IT,Software,33278.04,28865.07,4412.97,13.26,20008.66,Small Business,Direct,Credit Card,Pending,Unknown,75.51,72.71,4.52,4.69,13.260907192851503,2025,November
FP01257,2021-04-28,2021.0,Q2,Africa,Unknown,Enterprise,Unknown,Software,89421.87,52163.07,37258.8,41.67,30122.99,Unknown,Direct,Unknown,Cancelled,E4245,8.45,85.04540054667788,3.35,18.18,41.6663171995844,2021,April
FP01258,2022-07-24,2022.0,Unknown,Asia,Canada,Enterprise,Marketing,Services,32850.57,29517.16,32533.992725747245,10.15,19504.57,Consumer,Unknown,Unknown,Cancelled,E8312,8.53,76.87,2.93,43.58,99.03631116826054,2022,July
FP01259,2022-04-21,2022.0,Q2,South America,Japan,Enterprise,HR,Consulting,101325.89404902789,68116.42,76670.46,52.95,21465.83,Government,Partner,Unknown,Paid,E3324,70.42,96.71,2.7,75.57,75.66719318844794,2022,April
FP01260,2023-07-08,2023.0,Q3,Oceania,Unknown,SMB,Unknown,Hardware,161921.66,85124.28,76797.38,47.43,723.22,Small Business,Online,Bank Transfer,Pending,E2734,7.22,90.73,4.44,43.38,47.42872571835047,2023,July
FP01261,2022-12-28,2022.0,Q4,North America,France,Retail,Operations,Hardware,2976.69,1344.71,32533.992725747245,54.83,10889.24,Consumer,Distributor,UPI,Cancelled,E3288,26.83,88.16,1.51,59.47,1092.958713394651,2022,December
FP01262,2024-11-19,2024.0,Q4,Africa,UK,SMB,HR,Services,148508.55,129645.48,18863.07,32.403617877568315,25164.733792738436,Consumer,Direct,Unknown,Overdue,Unknown,49.74820035740566,71.24,2.97,-1.59,12.701672731974018,2024,November
FP01263,2023-02-22,2023.0,Q1,Europe,France,Unknown,Operations,Software,166073.45,84539.83,32533.992725747245,49.09,10844.0,Small Business,Online,Bank Transfer,Overdue,E8655,49.74820035740566,89.97,4.84,11.1,19.590122759385828,2023,February
FP01264,2022-07-18,2022.0,Q3,Unknown,South Africa,Enterprise,HR,Consulting,12408.68,8510.75,3897.93,31.41,32008.72,Corporate,Partner,UPI,Cancelled,E3211,41.05,75.16,3.96,60.7,31.41293030362617,2022,July
FP01265,2022-06-30,2022.0,Q2,Asia,UK,SMB,HR,Services,101325.89404902789,37599.75,42582.07,32.403617877568315,29432.8,Consumer,Distributor,Bank Transfer,Pending,E3828,19.17,85.04540054667788,4.02,5.15,42.02486481826264,2022,June
FP01266,2023-12-29,2023.0,Q4,Europe,India,Government,Sales,Consulting,101325.89404902789,30032.03,7454.83,19.89,33352.57,Government,Unknown,PayPal,Overdue,Unknown,64.97,72.72,4.78,47.21,7.357280258877243,2023,December
FP01267,2025-06-12,2025.0,Q2,Europe,France,Unknown,Finance,Unknown,33342.52,30246.07,3096.45,9.29,4815.88,Government,Distributor,Bank Transfer,Cancelled,E1651,14.3,81.96,2.05,35.45102872340426,9.28679056052152,2025,June
FP01268,2025-08-29,2025.0,Q3,South America,UK,Enterprise,Finance,Subscriptions,178479.17,152674.15,32533.992725747245,14.46,3104.46,Small Business,Unknown,Credit Card,Pending,Unknown,5.94,92.81,3.3,42.26,18.228453620524594,2025,August
FP01269,2022-05-19,2023.2522311942203,Q2,Asia,Australia,Retail,Finance,Consulting,74776.37,38168.53,36607.84,48.96,31149.75,Unknown,Unknown,Credit Card,Paid,E7879,96.54,97.95,1.57,2.1,48.95642834761837,2022,May
FP01270,2023-09-23,2023.0,Q3,Oceania,Brazil,Unknown,Unknown,Subscriptions,132156.09,76148.86,56007.23,42.38,14408.84,Corporate,Distributor,Cash,Unknown,Unknown,71.61,80.62,1.06,-0.02,42.379605813095715,2023,September
FP01271,2024-01-01,2022.0,Unknown,South America,Germany,Enterprise,HR,Software,46425.56,22999.47,23426.09,32.403617877568315,13933.16,Corporate,Direct,UPI,Paid,Unknown,64.65,93.78,2.04,-1.89,50.45946672479557,2024,January
FP01272,2024-12-30,2024.0,Q4,North America,Brazil,SMB,Operations,Services,19537.54,12492.3,7045.24,36.06,7292.24,Consumer,Direct,UPI,Pending,E8600,49.74820035740566,96.84,3.0126560354842122,8.0,36.06001574404966,2024,December
FP01273,2023-09-04,2023.2522311942203,Q3,Oceania,UK,SMB,IT,Services,190253.37,169679.86,32533.992725747245,10.81,37726.57,Corporate,Unknown,Cash,Cancelled,Unknown,47.86,95.75,1.4,27.98,17.10035029904976,2023,September
FP01274,2024-02-02,2024.0,Q1,Africa,France,Enterprise,Sales,Services,88834.68,84295.49,4539.19,5.11,41876.73,Corporate,Online,Bank Transfer,Overdue,E4591,45.08,85.04540054667788,2.07,35.45102872340426,5.109704903535421,2024,February
FP01275,2025-04-24,2025.0,Q2,Unknown,South Africa,Government,IT,Services,99745.84,51914.06,47831.78,47.95,17594.85,Unknown,Online,Bank Transfer,Unknown,E5807,77.5,81.09,1.9,35.45102872340426,47.953659019764636,2025,April
FP01276,2025-09-21,2025.0,Q3,South America,Germany,Enterprise,IT,Subscriptions,152451.96,68295.88139759803,56420.66,37.01,28607.09,Small Business,Online,Unknown,Unknown,Unknown,23.49,96.23,3.5,15.28,37.00881248099402,2025,September
FP01277,2022-10-03,2022.0,Q4,Asia,Unknown,SMB,IT,Consulting,96860.05,89012.79,7847.26,8.1,9131.86,Consumer,Online,PayPal,Pending,E8814,53.83,77.86,2.71,25.17,8.101647686533301,2022,October
FP01278,2022-09-17,2023.2522311942203,Q3,Europe,Australia,SMB,Operations,Hardware,98257.02,68295.88139759803,23960.09,24.39,20822.98,Government,Online,UPI,Cancelled,E2349,54.68,83.54,3.61,-1.55,24.38511772492184,2022,September
FP01279,2025-10-20,2025.0,Q4,Unknown,Brazil,Enterprise,Marketing,Consulting,70929.14,68295.88139759803,26343.03,37.14,25164.733792738436,Consumer,Partner,Cash,Paid,E9510,49.74820035740566,85.53,3.0126560354842122,66.42,37.1399258471201,2025,October
FP01280,2021-03-10,2021.0,Unknown,Africa,Canada,Retail,Unknown,Services,187738.11,90496.15,97241.96,51.8,24031.21,Small Business,Online,Unknown,Cancelled,Unknown,29.72,77.09,2.65,52.62,51.796601126963516,2021,March
FP01281,2024-01-01,2025.0,Unknown,South America,India,Government,IT,Consulting,86252.53,50509.78,35742.75,41.44,2307.0,Corporate,Direct,Credit Card,Cancelled,E8914,49.74820035740566,89.98,3.0126560354842122,53.53,41.439654002033336,2024,January
FP01282,2023-04-09,2023.0,Q2,Unknown,Germany,Enterprise,Marketing,Subscriptions,94729.64,79127.87,15601.77,16.47,45285.8,Government,Partner,Credit Card,Paid,E9386,45.76,89.41,2.72,39.32,16.469787069812575,2023,April
FP01283,2022-03-23,2022.0,Unknown,South America,Australia,Unknown,IT,Subscriptions,100973.89,58688.02,42285.87,41.88,30090.84,Corporate,Partner,Bank Transfer,Cancelled,Unknown,3.38,95.32,4.2,64.38,41.87802411098552,2022,March
FP01284,2024-07-29,2024.0,Unknown,Europe,Germany,Retail,HR,Unknown,65207.92,26868.86,38339.06,58.8,33701.91,Unknown,Partner,PayPal,Cancelled,E2273,49.74820035740566,82.04,3.89,17.24,58.79509728266137,2024,July
FP01285,2021-03-02,2021.0,Q1,South America,Germany,Retail,Unknown,Hardware,82019.86,42097.76,39922.1,48.67,42027.33,Corporate,Online,Unknown,Pending,E9036,12.88,74.62,3.81,58.63,48.673699272346965,2021,March
FP01286,2026-06-01,2026.0,Q2,South America,USA,Government,Operations,Consulting,176830.29,90579.63,86250.66,48.78,40312.0,Small Business,Direct,UPI,Overdue,E3584,3.99,91.54,3.37,31.73,48.77595348624944,2026,June
FP01287,2024-11-07,2024.0,Q4,Unknown,Japan,Unknown,HR,Unknown,190782.45,100910.49,89871.96,47.11,44271.69,Consumer,Online,Cash,Overdue,E7857,45.51,99.82,3.4,50.71,47.107037361140925,2024,November
FP01288,2021-05-11,2021.0,Q2,Asia,France,Enterprise,Operations,Hardware,123769.12,105295.26,18473.86,14.93,25164.733792738436,Small Business,Direct,Unknown,Pending,E2234,47.12,86.16,2.66,-9.82,14.926065564657808,2021,May
FP01289,2023-10-26,2023.0,Q4,Asia,Unknown,Retail,Operations,Consulting,172146.45,69386.93,102759.52,59.69,31883.88,Consumer,Online,UPI,Overdue,E3325,90.22,89.62,1.37,75.85,59.6930810946145,2023,October
FP01290,2021-01-04,2021.0,Q1,Africa,Germany,Government,HR,Services,40742.92,26353.44,14389.48,32.403617877568315,2795.88,Consumer,Distributor,Credit Card,Pending,E1509,51.8,86.18,3.07,32.84,35.317743549063245,2021,January
FP01291,2026-01-14,2026.0,Q1,Africa,Unknown,Government,IT,Hardware,173367.57,151254.81,22112.76,12.75,22985.95,Small Business,Partner,PayPal,Overdue,Unknown,66.39,70.58,1.59,26.19,12.754842211839271,2026,January
FP01292,2023-11-06,2023.0,Q4,Oceania,Australia,SMB,Finance,Software,132294.45,123201.52,9092.93,6.87,47594.77,Government,Online,Unknown,Paid,E7305,86.0,75.14,2.89,6.55,6.873251296634137,2023,November
FP01293,2023-03-14,2023.0,Q1,Europe,France,Retail,Marketing,Software,27353.91,19328.49,32533.992725747245,29.34,26754.0,Corporate,Distributor,Bank Transfer,Overdue,E5597,27.66,79.78,3.38,65.66,118.93726610107018,2023,March
FP01294,2024-07-14,2024.0,Q3,South America,USA,Unknown,Unknown,Software,130541.19,98305.19,32236.0,24.69,17033.39,Small Business,Direct,Unknown,Pending,Unknown,22.28,87.9,3.34,36.97,24.69412144932952,2024,July
FP01295,2026-04-07,2026.0,Q2,Europe,Unknown,SMB,IT,Subscriptions,185280.68,171616.87,13663.81,7.37,23197.2,Government,Online,Bank Transfer,Cancelled,E8354,1.08,97.55,2.17,12.38,7.374654497166137,2026,April
FP01296,2024-01-01,2023.0,Q1,Unknown,Japan,Enterprise,HR,Subscriptions,64330.77,55610.99,8719.78,13.55,44624.16,Small Business,Online,PayPal,Cancelled,E7016,49.74820035740566,78.35,1.07,17.75,13.554602253322944,2024,January
FP01297,2024-01-01,2022.0,Q2,Africa,South Africa,Unknown,Finance,Services,174867.09,149491.77,25375.32,14.51,13962.87,Government,Distributor,Bank Transfer,Overdue,E5529,93.97,82.0,1.61,68.95,14.511203909208989,2024,January
FP01298,2022-02-09,2022.0,Q1,South America,France,Government,Operations,Consulting,192185.31,101272.36,90912.95,47.3,2402.8,Consumer,Direct,Cash,Overdue,E8939,96.81,95.66,3.67,26.29,47.304838231392395,2022,February
FP01299,2024-01-01,2021.0,Unknown,Unknown,Germany,Enterprise,Marketing,Consulting,27842.8,11910.42,15932.38,57.22,13200.33,Unknown,Online,UPI,Cancelled,E7523,8.19,85.04540054667788,4.73,44.43,57.22262128808884,2024,January
FP01300,2024-01-01,2024.0,Unknown,Africa,France,Enterprise,Unknown,Unknown,101325.89404902789,41445.35,40782.75,49.6,25164.733792738436,Corporate,Direct,Cash,Cancelled,E7550,56.04,83.92,2.98,44.92,40.24908971468509,2024,January
FP01301,2024-06-05,2024.0,Q2,Europe,India,Enterprise,Finance,Consulting,38270.92,34596.93,3673.99,9.6,21974.5,Small Business,Direct,Unknown,Overdue,Unknown,60.71,92.38,4.9,17.1,9.599952130756199,2024,June
FP01302,2024-05-12,2024.0,Q2,North America,India,SMB,Finance,Unknown,17842.92,16862.86,980.06,5.49,20421.32,Government,Direct,PayPal,Paid,E5996,74.38,89.84,4.41,35.45102872340426,5.492710834325323,2024,May
FP01303,2025-11-19,2023.2522311942203,Q4,North America,UK,Government,Operations,Hardware,57564.61,52653.26,4911.35,8.53,4000.49,Government,Direct,Credit Card,Cancelled,E6361,49.74820035740566,81.51,1.64,17.05,8.53189138256995,2025,November
FP01304,2025-05-29,2025.0,Q2,Unknown,Germany,Retail,Unknown,Hardware,133758.74,104801.59,32533.992725747245,21.65,15194.15,Unknown,Unknown,Bank Transfer,Paid,E8937,49.74820035740566,82.84,4.77,-8.98,24.322891143971038,2025,May
FP01305,2021-07-29,2021.0,Q3,Africa,South Africa,Retail,HR,Services,101325.89404902789,67866.05,56988.62,45.64,45334.33,Government,Unknown,Credit Card,Paid,E8763,66.23,77.38,4.74,26.06,56.24289875244061,2021,July
FP01306,2023-07-08,2023.0,Q3,Asia,Australia,Unknown,HR,Services,123521.72,77197.63,46324.09,37.5,46854.14,Consumer,Partner,Bank Transfer,Unknown,E9040,26.51,91.32,2.27,35.45102872340426,37.502788983184494,2023,July
FP01307,2026-05-30,2026.0,Q2,South America,Canada,Retail,Finance,Unknown,15435.98,7822.86,7613.12,32.403617877568315,25164.733792738436,Government,Distributor,Bank Transfer,Pending,E2200,50.14,85.04540054667788,1.25,35.45102872340426,49.32061326848052,2026,May
FP01308,2023-05-09,2023.0,Q2,Europe,Japan,Retail,Unknown,Unknown,18146.04,68295.88139759803,5142.96,28.34,33330.42,Government,Direct,Bank Transfer,Cancelled,E1660,19.8,85.04540054667788,4.24,76.94,28.342051488919896,2023,May
FP01309,2025-10-11,2025.0,Q4,North America,India,Government,Marketing,Software,101325.89404902789,109851.58,89413.41,44.87,22703.42,Unknown,Distributor,Bank Transfer,Unknown,E6164,98.66,97.69,4.54,39.5,88.24339606294134,2025,October
FP01310,2024-11-17,2024.0,Q4,North America,Australia,Retail,HR,Consulting,167551.2,105129.39,62421.81,37.26,4272.71,Small Business,Online,UPI,Pending,E3727,86.52,87.79,1.31,35.45102872340426,37.255364330425564,2024,November
FP01311,2022-12-22,2023.2522311942203,Unknown,Africa,Japan,Retail,Operations,Services,77321.81,72247.98,32533.992725747245,6.56,25164.733792738436,Consumer,Online,Cash,Cancelled,E5269,27.85,85.04540054667788,2.57,63.25,42.07608787966454,2022,December
FP01312,2024-01-01,2023.0,Q1,South America,Australia,Retail,Finance,Services,50526.4,38729.65,11796.75,23.35,46130.36,Consumer,Direct,Credit Card,Overdue,Unknown,89.39,73.52,2.11,-5.78,23.34769546217423,2024,January
FP01313,2021-02-07,2021.0,Q1,Europe,Germany,Retail,IT,Software,198897.74,106759.26,92138.48,46.32,46194.41,Corporate,Distributor,UPI,Pending,E1653,49.74820035740566,81.15,4.28,54.07,46.3245484840602,2021,February
FP01314,2024-02-10,2024.0,Q1,North America,Australia,Retail,Sales,Subscriptions,80468.7,74166.86,6301.84,7.83,31602.93,Small Business,Direct,PayPal,Overdue,E2483,97.11,81.46,3.77,52.4,7.831417681657589,2024,February
FP01315,2024-12-23,2024.0,Q4,Unknown,Germany,Enterprise,Finance,Unknown,101325.89404902789,68295.88139759803,14838.14,12.32,36257.56,Government,Partner,Cash,Paid,E9243,90.88,97.0,4.05,20.83,14.643976388523516,2024,December
FP01316,2025-09-18,2025.0,Q3,South America,USA,Enterprise,Finance,Software,101325.89404902789,36823.71,50144.8,57.66,36131.8,Consumer,Partner,Bank Transfer,Unknown,Unknown,20.77,85.04540054667788,1.58,44.46,49.48863315801267,2025,September
FP01317,2023-03-10,2023.0,Q1,Africa,USA,SMB,Sales,Subscriptions,76335.89,68295.88139759803,41760.57,54.71,27087.14,Corporate,Unknown,Credit Card,Paid,E7607,4.2,99.83,4.19,39.82,54.70633800169226,2023,March
FP01318,2024-10-08,2024.0,Q4,South America,USA,Government,Marketing,Services,197569.91,94973.24,102596.67,51.93,25164.733792738436,Small Business,Partner,Cash,Cancelled,E1929,86.49,90.37,3.0126560354842122,44.06,51.92929935535224,2024,October
FP01319,2021-10-09,2021.0,Q4,Unknown,Unknown,Retail,IT,Consulting,183788.24,164025.49,19762.75,32.403617877568315,25164.733792738436,Unknown,Direct,PayPal,Overdue,E7901,87.76,85.04540054667788,2.55,57.56,10.753000300780943,2021,October
FP01320,2023-04-16,2023.0,Q2,Africa,Brazil,Retail,Operations,Hardware,27321.83,17051.41,10270.42,37.59,25164.733792738436,Consumer,Direct,UPI,Paid,Unknown,49.74820035740566,73.89,2.94,53.28,37.59052742806759,2023,April
FP01321,2024-02-12,2024.0,Q1,North America,Japan,Unknown,Marketing,Hardware,181535.98,73207.24,108328.74,59.67,45389.05,Consumer,Distributor,UPI,Pending,E8110,83.09,81.13,1.52,36.52,59.67342672235003,2024,February
FP01322,2023-12-24,2023.0,Q4,Unknown,France,Unknown,Finance,Hardware,177532.79,79579.34,97953.45,55.17,31847.73,Consumer,Unknown,Unknown,Paid,E4887,64.27,74.29,1.54,35.45102872340426,55.174849671432526,2023,December
FP01323,2024-05-30,2024.0,Q2,Unknown,France,Government,HR,Consulting,101325.89404902789,25903.54,27292.63,32.403617877568315,25164.733792738436,Small Business,Unknown,Credit Card,Pending,E7429,5.12,88.7,3.13,74.85,26.935493889443595,2024,May
FP01324,2024-01-01,2021.0,Q1,South America,India,SMB,Unknown,Services,101325.89404902789,25604.14,1872.4,6.81,25164.733792738436,Corporate,Online,Cash,Overdue,E5612,69.66,97.77,1.9,63.33,1.8478988195199286,2024,January
FP01325,2021-07-05,2021.0,Unknown,Africa,Unknown,Unknown,HR,Services,25746.79,68295.88139759803,32533.992725747245,59.1,28272.46,Corporate,Partner,Cash,Overdue,E7523,98.05,74.71,1.67,54.65,126.36135504949254,2021,July
FP01326,2024-01-01,2025.0,Q2,Asia,Brazil,Government,Finance,Hardware,137479.92,66289.3,32533.992725747245,51.78,24919.51,Government,Online,UPI,Pending,E6072,54.63,70.91,1.04,34.55,23.664541502313384,2024,January
FP01327,2023-07-09,2023.0,Q3,North America,Germany,Enterprise,Operations,Software,172874.86,68295.88139759803,89057.37,51.52,21369.17,Small Business,Unknown,Credit Card,Paid,E7135,95.53,90.43,1.27,35.45102872340426,51.51551243483292,2023,July
FP01328,2022-04-17,2022.0,Q2,North America,Japan,Government,Finance,Services,136198.76,68295.88139759803,34166.19,25.09,4963.22,Government,Online,Cash,Pending,E3936,49.74820035740566,85.04540054667788,1.98,34.73,25.08553675525387,2022,April
FP01329,2022-10-31,2022.0,Q4,Asia,Japan,Enterprise,Finance,Unknown,62210.56,44290.32,17920.24,28.81,3302.41,Unknown,Online,Cash,Cancelled,E3017,57.69,92.06,4.03,23.78,28.805784741368672,2022,October
FP01330,2026-03-25,2026.0,Unknown,Asia,Brazil,Enterprise,Marketing,Services,105417.86,75539.1,32533.992725747245,28.34,20194.05,Unknown,Online,PayPal,Pending,E4191,88.23,91.4,2.98,76.8,30.8619362276442,2026,March
FP01331,2024-07-08,2024.0,Q3,Oceania,Australia,Retail,Unknown,Hardware,134439.98,87789.76,46650.22,34.7,27573.46,Government,Distributor,Credit Card,Overdue,E5003,85.7,94.17,1.4,-9.38,34.69966300203258,2024,July
FP01332,2022-01-16,2022.0,Q1,Europe,Germany,Government,Sales,Hardware,33624.54,24610.09,32533.992725747245,26.81,21908.09,Corporate,Distributor,Cash,Overdue,E1654,19.42,86.82,1.53,11.77,96.75669236143378,2022,January
FP01333,2022-05-07,2022.0,Q2,Unknown,Brazil,Unknown,Operations,Hardware,152854.23,129698.71,23155.52,15.15,46771.18,Government,Distributor,Bank Transfer,Pending,Unknown,72.37,96.02,3.61,70.62,15.14875970393492,2022,May
FP01334,2021-04-06,2021.0,Q2,Oceania,USA,Retail,Marketing,Unknown,28195.48,21916.51,6278.97,22.27,25164.733792738436,Corporate,Direct,Bank Transfer,Overdue,E5806,14.69,98.85,2.98,-1.55,22.269420488674072,2021,April
FP01335,2021-05-25,2021.0,Q2,Oceania,Australia,SMB,Operations,Software,121325.34,83580.93,32533.992725747245,31.11,44528.17,Small Business,Partner,Cash,Pending,E7373,6.7,97.78,2.29,35.45102872340426,26.815496849831412,2021,May
FP01336,2024-03-10,2024.0,Q1,North America,USA,Retail,HR,Subscriptions,138255.51,102624.94,35630.57,25.77,10486.11,Unknown,Direct,Bank Transfer,Pending,E4019,77.57,82.97,3.5,76.35,25.77153706206718,2024,March
FP01337,2025-05-15,2025.0,Q2,Unknown,Canada,Government,HR,Consulting,30959.02,14567.91,16391.11,32.403617877568315,22745.32,Consumer,Distributor,UPI,Overdue,E8833,3.8,94.08,1.01,32.02,52.94453765009358,2025,May
FP01338,2024-02-18,2024.0,Q1,Asia,Germany,Unknown,Sales,Services,101325.89404902789,68295.88139759803,34214.42,46.91,39979.74,Consumer,Online,UPI,Overdue,E1878,49.74820035740566,84.88,1.07,20.16,33.766709212005466,2024,February
FP01339,2024-08-20,2024.0,Q3,Unknown,Australia,Government,Sales,Services,173839.89,114783.62,59056.27,33.97,38051.23,Unknown,Distributor,Bank Transfer,Paid,Unknown,49.74820035740566,82.15,4.22,35.57,33.971644827893066,2024,August
FP01340,2024-09-18,2024.0,Q3,Asia,Brazil,Retail,Operations,Consulting,196440.27,147106.46,49333.81,25.11,39796.08,Government,Partner,Unknown,Cancelled,E4422,49.74820035740566,97.76,4.92,74.95,25.113898489347424,2024,September
FP01341,2024-12-02,2024.0,Unknown,Oceania,India,Retail,Unknown,Consulting,154244.86,119333.87,32533.992725747245,22.63,37553.8,Government,Online,PayPal,Overdue,E6137,2.41,78.46,3.81,65.48,21.092432335020593,2024,December
FP01342,2024-09-17,2024.0,Q3,Europe,Germany,Unknown,HR,Hardware,42299.89,36079.71,6220.18,14.7,38866.34,Small Business,Distributor,Unknown,Pending,Unknown,16.54,86.44,3.82,29.29,14.704955497520208,2024,September
FP01343,2025-12-09,2025.0,Unknown,Asia,France,SMB,Unknown,Services,107199.82,81257.9,25941.92,24.2,25164.733792738436,Corporate,Partner,Credit Card,Paid,Unknown,19.06,83.51,3.97,35.45102872340426,24.199592872450715,2025,December
FP01344,2026-02-26,2026.0,Unknown,Africa,India,Government,Unknown,Hardware,175259.86,68295.88139759803,32533.992725747245,52.44,25164.733792738436,Corporate,Partner,UPI,Cancelled,E9257,69.91,71.93,3.05,43.24,18.56328809445999,2026,February
FP01345,2023-10-24,2023.0,Q4,Oceania,South Africa,Government,Finance,Services,101325.89404902789,95164.6,10580.14,10.01,25164.733792738436,Small Business,Online,UPI,Paid,E7298,70.06,99.62,1.8,30.52,10.441694198010882,2023,October
FP01346,2025-01-21,2025.0,Q1,Unknown,France,SMB,Marketing,Unknown,51828.15,68295.88139759803,32533.992725747245,24.67,25164.733792738436,Small Business,Distributor,Unknown,Overdue,E7337,20.09,90.35,3.0126560354842122,32.08,62.772822733875785,2025,January
FP01347,2021-01-08,2021.0,Q1,Unknown,USA,Retail,IT,Unknown,171406.89,149457.21,21949.68,12.81,22516.31,Government,Online,UPI,Cancelled,E3169,49.74820035740566,82.56,2.43,35.45102872340426,12.805599588207917,2021,January
FP01348,2022-10-15,2023.2522311942203,Unknown,Unknown,Unknown,Unknown,Unknown,Services,146758.52,113944.94,32813.58,22.36,20614.43,Unknown,Distributor,Cash,Paid,E3820,26.22,82.93,1.02,15.0,22.35889268984179,2022,October
FP01349,2024-01-01,2023.2522311942203,Q2,Africa,Germany,SMB,HR,Software,77896.55,50284.24,27612.31,35.45,26290.47,Small Business,Online,UPI,Cancelled,Unknown,26.28,73.2,1.7,62.84,35.447410700473895,2024,January
FP01350,2022-06-10,2022.0,Q2,South America,India,Unknown,Sales,Hardware,172453.4,93643.34,78810.06,45.7,38607.09,Corporate,Distributor,PayPal,Cancelled,E1278,51.74,77.0,2.27,42.99,45.69933674836217,2022,June
FP01351,2023-08-21,2023.0,Q3,South America,UK,Retail,IT,Unknown,173585.33,68295.88139759803,34438.57,19.84,22905.45,Small Business,Unknown,Bank Transfer,Cancelled,E1995,18.16,93.92,2.33,76.25,19.839562479156506,2023,August
FP01352,2021-04-10,2023.2522311942203,Q2,Asia,Canada,Unknown,Operations,Consulting,108570.91,87370.97,21199.94,19.53,11555.27,Consumer,Distributor,Unknown,Cancelled,E8942,86.93,97.58,3.0126560354842122,78.48,19.52635379034771,2021,April
FP01353,2025-12-03,2025.0,Unknown,Asia,Unknown,Enterprise,Operations,Subscriptions,97908.75,84435.02,13473.73,32.403617877568315,17163.45,Small Business,Online,Cash,Overdue,E1692,49.74820035740566,80.62,4.08,3.76,13.761517739732149,2025,December
FP01354,2025-03-20,2025.0,Q1,Africa,Unknown,Government,HR,Hardware,138569.02,78227.11,60341.91,43.55,25717.25,Small Business,Online,Cash,Paid,E3299,66.13,82.97,1.67,78.53,43.54646514783752,2025,March
FP01355,2024-06-17,2024.0,Q2,Europe,Canada,SMB,IT,Consulting,101325.89404902789,68295.88139759803,26443.67,51.91,25164.733792738436,Corporate,Partner,PayPal,Overdue,Unknown,49.74820035740566,95.33,1.61,67.1,26.09764290577577,2024,June
FP01356,2022-04-11,2022.0,Q2,Africa,Brazil,Government,Operations,Consulting,101325.89404902789,16328.71,3848.73,32.403617877568315,33416.9,Small Business,Online,Cash,Paid,E9412,49.74820035740566,92.13,4.97,32.4,3.798367669115005,2022,April
FP01357,2024-11-07,2024.0,Q4,Oceania,Germany,SMB,HR,Consulting,105013.49,51186.91,53826.58,32.403617877568315,682.83,Government,Partner,Credit Card,Cancelled,E3607,25.22,85.04540054667788,1.67,36.98,51.25682424229496,2024,November
FP01358,2025-12-31,2025.0,Q4,Oceania,France,Unknown,Sales,Subscriptions,101325.89404902789,69608.9,16834.32,19.47,18349.43,Government,Unknown,Unknown,Pending,E2616,49.74820035740566,83.3,3.8,39.38,16.614035492106773,2025,December
FP01359,2023-02-26,2023.0,Q1,Oceania,Canada,SMB,Finance,Consulting,81168.17,70119.84,11048.33,13.61,11075.0,Consumer,Distributor,Unknown,Pending,E5831,78.12,96.59,4.29,76.99,13.61165343508422,2023,February
FP01360,2025-08-10,2025.0,Q3,North America,Brazil,Enterprise,Sales,Hardware,68637.26,39248.51,32533.992725747245,42.82,31331.45,Government,Direct,Bank Transfer,Cancelled,Unknown,45.58,85.08,3.32,43.43,47.39990017921352,2025,August
FP01361,2021-11-07,2021.0,Q4,Unknown,Brazil,SMB,Operations,Consulting,176896.79,92941.48,83955.31,47.46,34125.83,Government,Unknown,PayPal,Unknown,E8635,98.46,85.04540054667788,3.81,41.59,47.46005283645904,2021,November
FP01362,2021-05-25,2021.0,Q2,Unknown,South Africa,Retail,IT,Consulting,125796.86,81119.29,44677.57,35.52,25071.78,Consumer,Distributor,Bank Transfer,Unknown,E9424,7.56,85.04540054667788,2.28,18.25,35.515648005840525,2021,May
FP01363,2024-05-18,2024.0,Q2,Oceania,Unknown,Enterprise,Marketing,Consulting,12557.55,9036.0,3521.55,28.04,18794.9,Corporate,Partner,PayPal,Cancelled,E7734,21.33,70.69,1.62,78.88,28.043288698830587,2024,May
FP01364,2021-02-04,2021.0,Q1,Oceania,Canada,Enterprise,Finance,Consulting,137364.32,85059.63,52304.69,38.08,25164.733792738436,Consumer,Partner,Credit Card,Unknown,E3534,92.91,85.04540054667788,3.16,35.45102872340426,38.07734788771931,2021,February
FP01365,2024-08-11,2024.0,Q3,Europe,USA,Government,Finance,Subscriptions,78006.34,59332.78,32533.992725747245,23.94,38239.69,Unknown,Online,Credit Card,Paid,E8449,59.03,76.58,4.12,35.97,41.70685706539654,2024,August
